stop_id,stop_name,stop_lat,stop_lon
700000000064,Black's Road (Balmoral Hotel),54.560819,-5.998711
700000000065,Tillysburn,54.618537,-5.860249
700000000066,Black's Road (M1 Onslip),54.559348,-5.997236
700000000067,Tillysburn Park,54.613848,-5.861772
700000000069,Templeton House,54.612936,-5.862724
700000000071,Ashfield Girls,54.610840,-5.865283
700000000072,Upper Dunmurry Lane (Glengoland),54.562518,-6.017465
700000000073,Ashfield Boys,54.609445,-5.866995
700000000074,Upper Dunmurry Lane (Corrina Park),54.560155,-6.015205
700000000075,Carolhill,54.608509,-5.868145
700000000076,Upper Dunmurry Lane (Corrina Park),54.560511,-6.015874
700000000077,Inverary Avenue,54.608629,-5.870031
700000000078,Upper Dunmurry Lane (Glengoland),54.562189,-6.017340
700000000079,Inverleith Drive,54.609347,-5.871742
700000000080,Upper Dunmurry Lane (Cherry Road),54.556987,-6.010668
700000000081,Inverary Playing Fields,54.610072,-5.873546
700000000082,Cherry Road,54.554130,-6.013838
700000000083,Sydenham Station,54.609139,-5.877129
700000000084,Cherry Park,54.553625,-6.016852
700000000085,Station Road,54.608158,-5.875471
700000000086,Aspen Walk,54.554942,-6.019164
700000000087,Palmerston Road (Station Road),54.607223,-5.874329
700000000088,St Luke's,54.554963,-6.021781
700000000089,Larkfield Road,54.605151,-5.877230
700000000090,St Luke's,54.554997,-6.021846
700000000091,Connsbrook Avenue (Larkfield),54.605225,-5.879685
700000000092,Aspen Walk,54.554957,-6.018995
700000000093,Strandburn Drive,54.603789,-5.881020
700000000094,Cherry Park,54.553728,-6.016986
700000000095,Parkgate Avenue,54.602713,-5.882017
700000000096,Cherry Road,54.554415,-6.013634
700000000097,Glendale Court,54.600116,-5.884465
700000000098,Upper Dunmurry Lane (Cherry Road),54.556629,-6.010355
700000000099,Connsbrook Avenue,54.599038,-5.885013
700000000100,Upper Dunmurry Lane (Credenhill),54.557990,-6.012423
700000000101,Holywood Arches,54.598255,-5.886689
700000000102,Old Colin,54.563124,-6.021131
700000000103,Connswater,54.597946,-5.892096
700000000104,Laurelbank,54.563234,-6.026744
700000000105,Hunt Street,54.598225,-5.893780
700000000106,Poleglass (Pembroke Loop),54.565654,-6.026720
700000000107,Dee Street,54.598715,-5.897560
700000000108,Pembroke Manor,54.567585,-6.023583
700000000109,Templemore Avenue,54.599210,-5.901433
700000000110,Colinbrook Avenue,54.570364,-6.026535
700000000111,Tower Street,54.599485,-5.903520
700000000112,Springbank Close,54.568992,-6.028040
700000000113,Bryson Street,54.599875,-5.906454
700000000114,Springbank Drive,54.567952,-6.029563
700000000115,Short Strand (Newtownards Road),54.600180,-5.909008
700000000116,Pantridge Road (Pembrooke Loop),54.564108,-6.028580
700000000117,Bridge End,54.599766,-5.917055
700000000118,Laurelbank,54.563305,-6.026519
700000000119,Oxford Street,54.598917,-5.921604
700000000120,Old Colin,54.563361,-6.021046
700000000121,Waterfront Hall,54.597288,-5.921355
700000000122,Brian's Well Close,54.563150,-6.034397
700000000123,East Bridge Street (Central Station),54.595744,-5.916854
700000000124,Brian's Well Road (Glenkeen),54.561049,-6.035907
700000000125,Short Strand (Albert Bridge Road),54.595833,-5.909381
700000000126,Brian's Well Close,54.563523,-6.034264
700000000127,The Mount,54.595363,-5.906378
700000000128,Bell Steel Road (Glenwood),54.560500,-6.029987
700000000129,Templemore Avenue,54.595330,-5.902673
700000000130,Bell Steel Road (Woodside),54.556298,-6.029495
700000000131,Glenmore Street,54.595892,-5.900016
700000000132,Bell Steel Road (Stewartstown Road),54.557233,-6.026276
700000000133,Hornby Street,54.596703,-5.897197
700000000134,Donegall Square North,54.597322,-5.931116
700000000135,Bloomfield Commercial Centre,54.597771,-5.893628
700000000137,Strandtown,54.599623,-5.882482
700000000139,Strand Cinema,54.600426,-5.879879
700000000141,Holywood Road (Park Avenue),54.601218,-5.878173
700000000143,St Mark's,54.603470,-5.874979
700000000144,Grosvenor Road Rec. Centre,54.595301,-5.944552
700000000145,Clonaver,54.604911,-5.872931
700000000146,184 Grosvenor Road,54.595206,-5.947191
700000000147,Tudordale,54.606999,-5.870357
700000000148,Grosvenor Road 210,54.595116,-5.949692
700000000149,Garnerville Road,54.615112,-5.860219
700000000151,55 Garnerville Road,54.614785,-5.856655
700000000152,Royal Hospitals (Grosvenor Road),54.595459,-5.953225
700000000153,Upper Garnaville Road,54.614801,-5.852767
700000000154,Springfield Road - Inner Zone,54.596054,-5.956195
700000000155,Tudordale,54.607210,-5.869680
700000000156,Iris Street,54.597226,-5.958028
700000000157,Old Holywood Road,54.612617,-5.852436
700000000158,Blackstaff Bar,54.598893,-5.959600
700000000159,Glenmillan,54.610535,-5.852580
700000000160,Springfield Road,54.599904,-5.960566
700000000161,Old Holywood Road.,54.609131,-5.851208
700000000162,Elswick Street,54.601617,-5.963180
700000000163,82 Old Holywood Road,54.607904,-5.851045
700000000164,Pollard Street,54.602192,-5.965110
700000000165,Cairnburn Road,54.606232,-5.854110
700000000166,Springdale,54.600853,-5.969193
700000000167,C I Y M S,54.605416,-5.860245
700000000168,Farset Int.,54.599475,-5.971724
700000000169,Circular Road,54.604364,-5.863615
700000000170,West Circular (Springfield),54.599327,-5.973506
700000000171,Circular Road,54.606175,-5.870821
700000000172,Springfield Parade,54.601383,-5.974419
700000000173,Station Road,54.605824,-5.871392
700000000174,West Circular Flats,54.603971,-5.974749
700000000175,Clonaver,54.604382,-5.873454
700000000176,West Circular Crescent,54.605238,-5.974516
700000000177,St Mark's,54.602865,-5.875618
700000000178,Ballygomartin Bapist Church,54.607224,-5.973765
700000000179,Holywood Road (Park Avenue),54.601076,-5.878113
700000000180,Twaddell Avenue,54.610082,-5.967521
700000000181,Strandtown,54.599292,-5.883256
700000000182,The Avenue,54.611875,-5.967416
700000000183,Bloomfield Commercial Centre,54.597446,-5.893953
700000000184,The Cabin,54.613422,-5.964948
700000000185,Hornby Street,54.596898,-5.896163
700000000186,The Cabin,54.612739,-5.966044
700000000187,Avoniel,54.596255,-5.898239
700000000188,Woodvale Parade,54.611578,-5.967140
700000000189,Templemore Avenue,54.595253,-5.901999
700000000191,Bretland House,54.621834,-5.913815
700000000193,The Mount,54.595130,-5.906077
700000000195,Short Strand (Albert Bridge Road),54.595531,-5.909538
700000000197,Maysfield,54.595614,-5.915850
700000000198,RVH Stores,54.590561,-5.958047
700000000199,East Bridge Street (Central Station),54.595531,-5.917871
700000000200,Childrens Hospital,54.592443,-5.956340
700000000201,Gelstons Corner,54.600612,-5.877712
700000000202,RVH Maternity Ward,54.593228,-5.954341
700000000203,Ranfurly Drive,54.600234,-5.874903
700000000204,Institute Of Pathology,54.594703,-5.951588
700000000207,98 Belmont Road,54.599847,-5.871567
700000000208,Springvale (West Circular Road),54.599503,-5.971959
700000000209,126 Belmont Road,54.599594,-5.869344
700000000210,Springvale Parade,54.600183,-5.970445
700000000211,Belmont Church Road,54.599648,-5.865120
700000000212,Springvale Campus,54.601572,-5.968659
700000000213,Pine Lodge,54.600031,-5.863003
700000000214,Workman Avenue,54.602424,-5.965721
700000000215,212 Belmont Road,54.600564,-5.858422
700000000216,Lanark Way,54.601508,-5.962673
700000000218,Springfield Road 197,54.599831,-5.960341
700000000219,Campbell College,54.601182,-5.853709
700000000220,Blackstaff Bar,54.598948,-5.959543
700000000221,Schomberg Avenue,54.603113,-5.852358
700000000222,Peter Pan Complex,54.597838,-5.958289
700000000223,2 Massey Avenue,54.605168,-5.847998
700000000224,Grosvenor Road (Royal Hospital),54.595668,-5.953695
700000000225,Netherleigh Mews,54.604352,-5.846511
700000000226,Grosvenor Road Surgery,54.595196,-5.950272
700000000227,Massey Avenue (Castlehill Road),54.604064,-5.844269
700000000228,Grosvenor Road Post Office,54.595259,-5.947769
700000000229,Cloverhill Gardens,54.603583,-5.841559
700000000230,Cullingtree Road,54.595349,-5.946136
700000000231,42 Massey Avenue,54.602462,-5.838913
700000000232,Grosvenor Road PSNI Station,54.595723,-5.938784
700000000233,Parliament Buildings,54.603405,-5.832139
700000000235,I T Division,54.600330,-5.827295
700000000236,Dargan Road,54.629559,-5.897940
700000000237,Castle Buildings,54.598602,-5.828481
700000000239,Sports Ground,54.597207,-5.828799
700000000240,Europa Stand One,54.594915,-5.936259
700000000241,Dundonald House,54.595517,-5.827076
700000000242,Ballygomartin Pres Lecture Hall,54.607797,-5.973279
700000000243,Craigantlet Buildings,54.597055,-5.827623
700000000244,Ballygomartin Baptist Church,54.606810,-5.973756
700000000245,Castle Buildings,54.598707,-5.828583
700000000246,West Circular Crescent,54.605770,-5.974197
700000000247,Dept of Agriculture,54.600969,-5.827572
700000000248,West Circular Road 117,54.604266,-5.974545
700000000249,Parliament Buildings,54.603224,-5.832184
700000000250,West Circular Road Flat 8,54.602486,-5.974511
700000000251,Stormont (Massey Avenue Gates),54.602283,-5.838601
700000000252,West Circular Road 59,54.600962,-5.974099
700000000253,15 Massey Avenue,54.603297,-5.841207
700000000255,Castlehill Road (Massey Avenue),54.603932,-5.844442
700000000256,J P Corry,54.597561,-5.976339
700000000257,Massey Green,54.604846,-5.849362
700000000258,Springfield Park,54.597523,-5.979944
700000000259,Old Holywood Road,54.604039,-5.850974
700000000260,712 Springfield Road.,54.596812,-5.983499
700000000261,Schomberg Avenue,54.603062,-5.852292
700000000262,Divismore Crescent,54.594765,-5.986939
700000000263,Campbell College,54.601725,-5.853017
700000000264,Mount Alverno Garage,54.592918,-5.990042
700000000265,Ormiston,54.600215,-5.859768
700000000266,Whiterock Business Park,54.591865,-5.991147
700000000267,Strathearn Court,54.599755,-5.864046
700000000268,Turf Lodge Shops,54.589721,-5.992873
700000000269,Belmont Primary School,54.599354,-5.866440
700000000270,Monagh Road,54.586613,-5.991686
700000000271,Belmont Park,54.599422,-5.868537
700000000272,Aitnamona Crescent,54.583907,-5.991359
700000000273,139 Belmont Road,54.599939,-5.872893
700000000274,Monagh By-Pass (Glen Road),54.582174,-5.989362
700000000275,Belmont Road (Gelstons Corner),54.600311,-5.876429
700000000277,Botanic Avenue (Shaftsbury Square),54.589080,-5.933450
700000000279,Botanic Avenue,54.586982,-5.932427
700000000281,College Green,54.584849,-5.931911
700000000283,Rugby Road,54.584737,-5.929252
700000000285,Dudley Street,54.585022,-5.926849
700000000286,Monagh By-Pass (Glen Road),54.582190,-5.989983
700000000287,University Avenue,54.585440,-5.923684
700000000288,Aitnamona Crescent,54.583842,-5.991693
700000000289,Ormeau Road (Agincourt Avenue),54.584067,-5.922220
700000000290,Monagh Road,54.586521,-5.991723
700000000291,Ormeau Park,54.581800,-5.921398
700000000292,Monagh Road Shops,54.589873,-5.992919
700000000293,Candahar Street,54.580532,-5.920564
700000000294,Mount Alverno Garage,54.592723,-5.990503
700000000295,South Parade,54.578915,-5.919386
700000000296,New Barnsley Parade,54.594765,-5.987203
700000000297,Ulidia,54.577197,-5.917998
700000000298,665 Springfield Road.,54.595637,-5.985584
700000000299,Ballynafeigh,54.574277,-5.915968
700000000300,651 Springfield Road.,54.596642,-5.984010
700000000301,Nazareth House,54.572367,-5.914701
700000000302,Springfield Park,54.597640,-5.979925
700000000303,Rosetta (St John's Church),54.569673,-5.913746
700000000304,Whiterock Orange Hall,54.598352,-5.974697
700000000305,Hampton Park,54.567076,-5.913404
700000000306,St. Aiden's,54.593905,-5.987103
700000000308,Whiterock Leisure Centre,54.592922,-5.984730
700000000310,Ballymurphy Road,54.591810,-5.982174
700000000311,Forestside,54.564645,-5.911252
700000000312,Whiterock Belfast Met. College,54.591144,-5.980560
700000000313,Forster Green,54.560842,-5.908999
700000000314,St. Maria Goretti Nursery Sch,54.590757,-5.976728
700000000315,Saintfield Road (Mt.Oriel),54.558667,-5.908930
700000000316,Brittons Parade,54.590426,-5.974233
700000000317,Woodbreda,54.554026,-5.908408
700000000318,Whiterock Road,54.589242,-5.971392
700000000319,Beechill Park,54.551701,-5.908541
700000000320,Brittons Parade,54.590483,-5.975215
700000000321,Saintfield Road (Glenhugh Park),54.548839,-5.906102
700000000322,St. Maria Goretti Nursery Sch,54.590750,-5.977238
700000000323,Forestside (Knockbreda Cemetry),54.562933,-5.910252
700000000324,Whiterock Belfast Met. College,54.590952,-5.980092
700000000325,Cromac Wood,54.591431,-5.925592
700000000326,Ballymurphy Road,54.591577,-5.981873
700000000328,Whiterock Library,54.593418,-5.986064
700000000329,Shaftesbury Avenue,54.587061,-5.923623
700000000330,Finaghy Road North,54.569682,-5.992629
700000000331,Hatfield Street,54.585707,-5.922935
700000000332,Finaghy Road North,54.569432,-5.992574
700000000333,Rosetta (Knockbreda Road),54.570387,-5.911957
700000000334,Shaw's Road (Stewartstown Road),54.573862,-6.000578
700000000335,Knock Eden,54.571339,-5.909216
700000000336,Rosgoill Park,54.574439,-6.002709
700000000337,Mount Merrion Park,54.571557,-5.905258
700000000338,Shaw's Road (Hillhead Cottages),54.575432,-6.004494
700000000339,Wynchurch,54.571517,-5.903428
700000000340,Shaw's Road (Lenadoon Avenue),54.576603,-6.009331
700000000341,"Mount Merrion, Rosetta Road",54.570986,-5.901504
700000000342,Shaw's Road (Lenadoon Avenue),54.576680,-6.009989
700000000343,"Mount Merrion, Rosetta Road",54.570754,-5.901172
700000000344,Shaw's Road (Hillhead Cottages),54.575608,-6.004619
700000000345,Wynchurch,54.571465,-5.903918
700000000346,Shaw's Road (Stewartstown Road),54.574063,-6.001031
700000000347,Knock Eden,54.571347,-5.908427
700000000348,St Michael's,54.571894,-5.994812
700000000349,Rosetta (Knockbreda Road),54.570316,-5.912755
700000000350,Bell Steel Road (Stewartstown Road),54.557006,-6.026331
700000000351,Glendale Park,54.556665,-5.908011
700000000352,Bell Steel Road (Woodside),54.556447,-6.030144
700000000353,Cairnshill Court,54.547194,-5.903856
700000000354,Bell Steel Road (Brian's Well Road),54.559163,-6.031511
700000000355,Finsbury,54.549281,-5.900760
700000000356,Bell Steel Road (Glenwood),54.560420,-6.030212
700000000357,Cairnshill Park,54.550288,-5.898551
700000000358,Bell Steel Road (Laurelbank),54.562125,-6.028709
700000000359,Malvern,54.552108,-5.895646
700000000361,Four Winds (Ballymaconaghy Road),54.556280,-5.892330
700000000363,Glendale,54.558082,-5.905609
700000000364,Suffolk Road (Woodbourne),54.568237,-6.013431
700000000365,Newton Park(Colby),54.557272,-5.903118
700000000366,Riverside Mews,54.569676,-6.014780
700000000367,Glenholm,54.556638,-5.900473
700000000368,Falcarragh,54.570922,-6.016543
700000000369,Four Winds Park,54.556215,-5.896316
700000000370,Donegal Celtic,54.573718,-6.021711
700000000371,Four Winds Park,54.556169,-5.896621
700000000372,Suffolk Heights,54.574728,-6.024055
700000000373,Glenholm,54.556583,-5.900514
700000000374,Hannahstown Hill,54.575914,-6.023568
700000000375,Newton Park(Colby),54.557085,-5.902527
700000000376,Glencolin,54.576168,-6.019429
700000000377,Glendale,54.557768,-5.905316
700000000378,St. Oliver Plunkett,54.576210,-6.017622
700000000379,Forestside,54.562595,-5.909833
700000000380,Shaw's Road (Glen Road),54.576480,-6.014397
700000000381,Malvern,54.551875,-5.895623
700000000382,Rosnareen,54.578382,-6.006131
700000000383,Cairnshill Park,54.550484,-5.897780
700000000384,Hamill Grove,54.578998,-6.003559
700000000385,Finsbury,54.549113,-5.900945
700000000386,CBS,54.580173,-5.998766
700000000387,Beechill Park,54.552207,-5.909023
700000000388,Coolnasilla,54.580775,-5.995775
700000000389,Forster Green,54.562332,-5.908801
700000000390,Glen Road (St.Theresa's),54.580853,-5.990688
700000000391,Forestside,54.565001,-5.908871
700000000392,Gransha Shops,54.583017,-5.985357
700000000393,Forestside,54.565021,-5.909075
700000000394,Glen Parade,54.583817,-5.981006
700000000395,Forestside (Upper Galwally),54.565048,-5.909356
700000000396,Millfield,54.599548,-5.937326
700000000397,Cainshill Court,54.547133,-5.903788
700000000398,Divis Tower,54.600145,-5.942480
700000000399,Top Of The Hill,54.547805,-5.905523
700000000400,St Michael's,54.571752,-5.994488
700000000401,Saintfield Road (Glenhugh Park),54.549210,-5.906570
700000000403,Woodbreda,54.554111,-5.908556
700000000404,Stewartstown Road (Lagmore Dale),54.548888,-6.028377
700000000405,Saintfield Road (Mount Oriel),54.558648,-5.909238
700000000406,Stewartstown Road (Lagmore Avenue),54.551599,-6.027731
700000000407,Breda Park,54.559864,-5.909478
700000000408,Stewartstown Road (Lagmore grove),54.552959,-6.027386
700000000409,Hampton Park,54.565812,-5.912710
700000000410,Stewartstown Road (Twinbrook Road),54.554391,-6.027079
700000000411,Annadale Avenue,54.568823,-5.913866
700000000412,Stewartstown Road (Glasvey Park),54.556114,-6.026119
700000000413,Rosetta (St John's Church),54.570461,-5.914116
700000000414,Stewartstown Road (Health Centre),54.559473,-6.023541
700000000415,Nazareth House,54.573354,-5.915586
700000000416,Stewartstown Road (Dairy Farm),54.561764,-6.021461
700000000417,Ballynafeigh,54.574576,-5.916461
700000000418,Stewartstown Road,54.562738,-6.020582
700000000419,Ulidia,54.576828,-5.918025
700000000420,Glengoland (Roundabout),54.564087,-6.019508
700000000421,South Parade,54.578425,-5.919262
700000000422,Stewartstown Road (Dairy Farm),54.561372,-6.021639
700000000423,Candahar Street,54.580698,-5.920982
700000000424,Stewartstown Road (Health Centre),54.559119,-6.023645
700000000425,Ormeau Road (Agincourt Avenue),54.583826,-5.922429
700000000426,Stewartstown Road (Glasvey Park),54.556027,-6.026033
700000000427,Hatfield Street,54.585701,-5.923136
700000000428,Stewartstown Road (Twinbrook Road),54.554044,-6.026967
700000000429,McClure Street,54.587836,-5.924131
700000000430,Stewartstown Road (Lagmore Avenue),54.551884,-6.027528
700000000431,Gasworks,54.590820,-5.925580
700000000432,Broom Park,54.547566,-6.028386
700000000433,Cromac Wood,54.591574,-5.925900
700000000434,Creighton Mews,54.546272,-6.027809
700000000435,University Avenue,54.585252,-5.924207
700000000436,Helen's Wood,54.565533,-6.015517
700000000437,Dudley Street,54.585002,-5.926088
700000000438,Stewartstown Road (Woodbourne),54.567087,-6.012327
700000000439,Rugby Road,54.584623,-5.929737
700000000440,Stewartstown Road (Doon Road),54.568587,-6.008852
700000000441,College Green,54.585312,-5.932606
700000000442,Suffolk Avenue,54.570423,-6.005829
700000000443,Botanic Avenue,54.587854,-5.932975
700000000444,Hillhead Crescent,54.571107,-6.003109
700000000445,Botanic Avenue (Shaftsbury Square),54.588985,-5.933595
700000000446,St Genevieve's,54.572453,-6.000470
700000000447,Short Strand (Ravenhill Road),54.595248,-5.911060
700000000448,Stewartstown Road (Shaw's Road),54.573304,-5.997860
700000000449,Shamrock Street,54.592888,-5.910895
700000000450,Andersonstown Road (Slievegallion Drive),54.573246,-5.991182
700000000451,My Lady's Road,54.591263,-5.910228
700000000452,Owenvarragh Pk,54.574090,-5.986326
700000000453,216 Ravenhill Road,54.589855,-5.910387
700000000454,Fruithill,54.575904,-5.982060
700000000455,252 Ravenhill Road,54.588299,-5.910672
700000000456,Fruithill Park,54.576858,-5.980652
700000000457,51 Ravenhill Road,54.586089,-5.911141
700000000458,Westwood Centre,54.578796,-5.979726
700000000460,Kennedy Centre,54.580413,-5.980333
700000000461,454 Ravenhill Road,54.580413,-5.912284
700000000462,Milltown Cemetery,54.582546,-5.979442
700000000463,Ravenhill Park,54.579272,-5.912531
700000000464,Milltown Cemetery,54.583197,-5.979072
700000000465,Aquinas Grammar School,54.576990,-5.913009
700000000466,Kennedy Centre,54.581366,-5.979791
700000000467,Cherryvale Park,54.574493,-5.913466
700000000468,Andersonstown Park,54.579913,-5.979944
700000000469,694 Ravenhill Road,54.572338,-5.913925
700000000470,Westwood Centre,54.577785,-5.979566
700000000471,Ravenhill Road (Ormeau Road),54.572642,-5.913985
700000000472,Fruithill Park,54.576623,-5.980691
700000000473,St Jude's Cresent,54.575149,-5.913498
700000000474,Fruithill,54.575724,-5.982043
700000000475,187 Ravenhill Road,54.576814,-5.913177
700000000476,Owenvarragh Pk,54.574121,-5.985927
700000000478,Andersonstown Road (Slievegallion Drive),54.573208,-5.990420
700000000480,Ballyowen,54.572925,-5.993829
700000000482,Stewartstown Road (Shaw's Road),54.572950,-5.996603
700000000484,St Genevieve's,54.572142,-6.000641
700000000485,Kids Korner,54.580046,-5.912512
700000000486,Hillhead Crescent,54.570788,-6.004053
700000000487,Martyrs Memorial,54.583994,-5.911699
700000000488,Suffolk Library,54.569232,-6.007569
700000000489,BP Garage,54.585595,-5.911403
700000000490,Stewartstown Road (Woodbourne),54.567826,-6.010372
700000000491,Park Resource Centre,54.587298,-5.911025
700000000492,Glengoland (Roundabout),54.564394,-6.017557
700000000493,Rochester Street,54.589154,-5.910661
700000000495,My Lady's Road,54.590929,-5.910289
700000000496,Twin Spires,54.599325,-5.947218
700000000497,97 Ravenhill Road,54.592059,-5.910645
700000000498,Conway Street,54.598588,-5.950477
700000000499,Short Strand,54.595566,-5.911787
700000000501,Mount Conference Centre,54.594547,-5.907151
700000000502,Dunville Park,54.596723,-5.954169
700000000503,Woodstock Link,54.593419,-5.906408
700000000504,Falls Park,54.584506,-5.977853
700000000505,Isthmus Street,54.591986,-5.903746
700000000506,Rossa House,54.585675,-5.974002
700000000507,Willowfield,54.590536,-5.902415
700000000508,Falls Road (City Cemetry),54.587338,-5.971300
700000000509,Redcar Street,54.587685,-5.900454
700000000510,Falls Road (St.James's),54.589722,-5.968822
700000000511,Loopland,54.585304,-5.899282
700000000512,Beechview Park,54.590689,-5.967599
700000000513,340 Belmont Road,54.604617,-5.850053
700000000514,Ard-Na-Va,54.591371,-5.965714
700000000515,Courtney Hall,54.583537,-5.898555
700000000516,Beechmount,54.592291,-5.961793
700000000517,Ardenlee,54.582099,-5.897969
700000000518,St Mary's College,54.593003,-5.959833
700000000519,Bell's Bridge,54.579876,-5.897183
700000000520,Childrens Hospital,54.593663,-5.958085
700000000521,Montgomery Road,54.576986,-5.896164
700000000522,Falls Road (Royal Hospitals),54.595247,-5.955559
700000000523,Greenway,54.575278,-5.895583
700000000524,Dunville Park,54.596775,-5.954220
700000000525,Somme Drive,54.573473,-5.894946
700000000526,Falls Library,54.598245,-5.952179
700000000527,Cregagh Library,54.571776,-5.894304
700000000528,Twin Spires,54.599224,-5.948107
700000000531,Cregagh Park,54.571031,-5.893970
700000000532,Divis Tower,54.600356,-5.942888
700000000533,Beechgrove Drive,54.568412,-5.896537
700000000534,Barrack Street,54.599728,-5.937065
700000000535,Knockbreda High School,54.566022,-5.902887
700000000536,Little George Street,54.605580,-5.928009
700000000537,Knockbreda High School,54.566004,-5.903427
700000000538,Yorkgate Station,54.608881,-5.924702
700000000539,Rosetta Road,54.568334,-5.897567
700000000540,York Street (St Paul's),54.612081,-5.923631
700000000541,Cregagh Park,54.570139,-5.893745
700000000542,Mountcollyer,54.614932,-5.924464
700000000543,The Straight,54.572668,-5.894792
700000000544,Grove Baths,54.617977,-5.923750
700000000545,Hamel Drive,54.574528,-5.895418
700000000546,Bute Street,54.618862,-5.923370
700000000547,Greenway,54.576012,-5.895963
700000000548,Skegoneill Ave,54.621843,-5.923503
700000000549,Bell's Bridge,54.578022,-5.896681
700000000550,Seaview,54.623463,-5.922930
700000000551,157 Mount Merrion Avenue,54.578338,-5.899142
700000000552,York Park,54.625258,-5.923305
700000000553,137 Mount Merrion Avenue,54.577968,-5.900841
700000000554,Shore Road (Safeway),54.627186,-5.923754
700000000555,101 Mount Merrion Avenue,54.576902,-5.902380
700000000556,Fortwilliam,54.629262,-5.923257
700000000557,77 Mount Merrion Avenue,54.575687,-5.902434
700000000558,Mount Vernon,54.631815,-5.923022
700000000559,Mount Merrion Avenue,54.574114,-5.902949
700000000560,Lowwood Park,54.633529,-5.923125
700000000561,Mounr Merrion Avenue,54.572753,-5.904444
700000000562,Loughside,54.634772,-5.923369
700000000563,20 Mount Merrion Avenue,54.572059,-5.905600
700000000564,Donegall Park Avenue,54.637370,-5.923387
700000000565,Mount Merrion Avenue,54.573953,-5.903212
700000000566,Shore Crescent,54.639440,-5.923339
700000000567,Mount Merrion Church,54.576417,-5.902643
700000000568,Parkmount,54.640749,-5.923201
700000000569,150 Mount Merrion Avenue,54.577850,-5.901449
700000000570,Shore Road (Grays Lane),54.643259,-5.922063
700000000571,Willowbrook House,54.578492,-5.898274
700000000572,Greencastle,54.645252,-5.920519
700000000573,Onslow,54.579978,-5.897379
700000000574,M2 Onslip,54.647432,-5.919845
700000000575,Ardenlee,54.581569,-5.897965
700000000576,Bawnmore,54.649881,-5.918933
700000000577,Glendower Street,54.583843,-5.898832
700000000578,Whitehouse,54.652559,-5.916213
700000000579,Ravenhill Avenue,54.585795,-5.899654
700000000580,Whitehouse,54.652571,-5.915858
700000000581,Omeath Street,54.588572,-5.901112
700000000582,Bawnmore,54.649943,-5.918691
